x	y	label	meta
-22.678545	6.6730294	4	e1lrtC1
-23.561806	6.8140225	4	e1lrtD1
-7.070663	15.25671	4	nan
-8.419082	-13.60545	5	e1lv0A1
-12.548903	-17.21341	7	nan
-36.03226	9.983746	1	e1m7xA1
11.056764	-20.723707	5	e1m7xA2
-2.6775362	-11.61971	5	e1m7xA3
3.0106678	-7.6496882	5	e1m7xB1
10.583247	-20.895712	5	e1m7xB2
-3.1162105	-11.807474	5	e1m7xB3
9.752893	-20.23577	5	e1m7xC2
-1.0495932	-11.089159	5	e1m7xC4
3.551374	-8.787719	5	e1m7xC5
3.2528527	-8.146036	5	e1m7xD1
10.78539	-20.087873	5	e1m7xD2
-3.455679	-11.673316	4	e1m7xD3
35.85027	-4.9486814	2	e1msnA1
36.159294	-5.2181745	2	e1msnB1
-20.503048	1.8135169	4	e1mzvA1
-1.1883945	-18.844627	7	e1nvgA2
4.31422	7.931637	5	nan
-19.086506	18.145174	4	e1o4bA1
32.65549	-14.956587	2	e1oh3A1
32.57864	-14.927345	2	e1oh3B1
-3.290446	7.5239897	0	e1oqmA1
-25.825708	-10.593199	4	e1oqmB1
-3.2675223	7.562536	0	e1oqmC1
-25.650246	-10.779864	4	e1oqmD1
-48.256516	-3.9480689	1	e1p98A1
50.85455	20.731983	3	e1pktA1
12.366138	13.301825	0	e1pxxA1
-8.323899	17.746431	4	e1pxxA2
12.101119	13.998834	0	e1pxxB1
-7.142901	18.346807	4	e1pxxB2
11.546588	13.490971	0	e1pxxC1
-7.865111	19.000143	4	e1pxxC2
10.8601675	14.190406	0	e1pxxD1
-7.310738	17.294382	4	e1pxxD2
20.25705	0.52548283	5	e1qhgA3
-7.681226	-1.0522277	0	e1qhgA4
6.9049587	8.038767	0	e1s44A1
6.918501	8.015649	0	e1s44B1
25.808702	-25.57105	5	e1s4iA1
25.419052	-24.797897	5	e1s4iB1
24.772688	-25.325516	5	e1s4iC1
25.534473	-25.604467	5	e1s4iD1
-19.758387	18.783607	4	e1sprA1
-21.08106	18.67194	4	e1sprB1
-19.318426	19.566954	4	e1sprC1
-18.87679	19.564087	4	e1sprD1
8.987752	-10.111591	5	e1thcA1
8.8579235	-10.305521	5	e1thcB1
1.0901618	7.966292	0	e1tsnA1
4.6811976	-0.92931634	5	e1uquA1
-0.93070114	-8.40024	1	e1uquA2
1.7414616	-17.624989	0	e1uquB1
4.5669026	-0.7962751	5	e1uquB2
7.0234494	26.889181	5	e1vb9A1
10.775785	-16.473354	5	e1vb9A2
-20.165882	-7.8940763	4	e1vb9A3
7.025799	26.883728	5	e1vb9B1
10.487473	-16.466776	5	e1vb9B2
-20.110636	-7.8789744	4	e1vb9B3
10.810025	9.858785	6	e1ve6A1
-16.001307	5.9324746	1	e1ve6A2
10.602629	9.980841	0	e1ve6B1
-15.976621	6.058231	4	e1ve6B2
25.576809	13.6116	6	e1vf6A1
25.337925	13.241463	6	e1vf6B1
23.41343	13.313837	6	e1vf6C1
23.57824	13.984338	6	e1vf6D1
-30.700926	-11.477076	4	e1vjiA1
-2.926323	-21.409815	7	e1x1zA1
-2.8125262	-21.518482	7	e1x1zB1
-2.1162376	-2.836986	0	e1xi9A1
11.722325	-13.526265	5	e1xi9A2
-1.2353468	-3.5739279	0	e1xi9B2
12.244309	-13.521785	5	e1xi9B3
-2.1693487	-3.518428	0	e1xi9C2
12.870913	-12.739519	5	e1xi9C3
-2.047662	-3.5642474	0	e1xi9D2
12.950634	-13.551621	5	e1xi9D3
-50.252224	-11.967249	1	e1xk8A1
-50.289276	-12.638531	1	e1xk8B1
-50.38924	-13.574793	1	e1xk8C1
-49.69698	-12.74863	1	e1xk8D1
-51.033978	-12.380417	1	e1xk8E1
-49.195446	-11.882155	1	e1xk8F1
20.596178	-16.35208	5	e1y3xA1
-16.633453	-5.0741825	4	e1y4cA2
-5.959778	-19.60693	7	nan
47.590073	20.398584	3	e1ygwA1
0.39860445	-1.4083922	5	e1yq3A4
23.986073	-0.6413326	2	e1yq3A6
25.924488	-7.486245	2	e1yq3B1
0.053259976	4.6522517	0	e1yq3B2
32.292072	-0.6608538	2	e1yq3C1
50.35446	16.168226	3	e1yq3D1
-2.095115	-24.649052	7	nan
-37.30028	11.828071	1	e1yr3A1
-36.91555	12.720462	1	e1yr3B1
-36.20119	12.226381	1	e1yr3C1
-37.70513	12.833069	1	e1yr3D1
-36.346188	12.819961	1	e1yr3E1
-36.734085	11.601382	1	e1yr3F1
-29.398752	17.17835	4	e1yvzA1
-44.312042	0.75587803	4	e1yvzA2
19.46932	4.8041444	6	e1z6aA1
16.313105	-6.9095736	5	e1z6aA2
32.335674	15.374045	6	e1zaqA1
-25.092741	15.535224	1	e1zbuA1
-25.11572	15.490042	1	e1zbuB3
-9.14758	6.221878	0	e1zbuB4
-25.699207	16.542618	1	e1zbuC1
-25.869316	15.843395	1	e1zbuD1
-14.971116	-6.440975	4	e1zejA3
30.513494	3.7461097	2	e1zejA4
25.553066	1.4204445	6	e1zrmA1
18.48517	9.922879	6	e1zx6A1
-16.57784	14.08732	0	nan
-12.857634	-14.523578	7	e2ad5A1
11.838024	-6.8395967	5	e2ad5A2
-12.915673	-14.560531	7	e2ad5B1
-3.972996	-18.053226	7	e2ad5B2
19.01438	-0.11567408	5	e2astA1
20.211977	14.254407	6	e2astB1
-16.727509	-8.006108	4	e2astB2
-6.9930005	12.963784	0	e2astC1
14.012639	6.8453207	6	e2brcA1
21.805168	2.9848878	0	e2cavA1
31.117655	1.7041512	2	e2cavA2
-14.025063	-1.491494	4	e2cd9A1
18.218332	2.6412745	0	e2cd9B2
14.874915	20.004347	5	nan
0.1340827	5.8223395	0	e2cmcA1
33.66767	-7.288412	2	e2cxnA1
8.432432	2.7882016	6	e2cxnA2
33.733494	-7.319314	2	e2cxnB1
8.43352	2.7887506	6	e2cxnB2
-25.998028	-6.438092	4	e2dgnA1
21.735117	21.835878	6	e2di0A1
23.78835	20.174585	6	nan
-9.406482	19.902153	4	e2erwA1
-1.2212272	-7.1935153	0	e2f1gB1
-1.4742646	-7.0056868	0	nan
13.932472	7.8770695	6	e2fypA2
13.93114	7.8895855	6	e2fypB2
-32.254555	0.20049345	4	e2h90A1
-1.0064043	-14.623954	0	e2i5gA1
-0.6427257	-15.084013	0	e2i5gB1
13.752902	-5.5362325	5	e2i65A1
13.785349	-5.4676657	5	e2i65B1
-23.797825	-5.5580807	4	e2ineA1
-9.753608	-5.8966303	5	e2ji8A1
-6.1382236	-23.283045	7	e2ji8A2
1.114601	-20.845942	0	e2ji8A3
-9.784783	-5.9043264	5	e2ji8B1
-6.073408	-22.727606	7	e2ji8B2
1.031203	-20.932217	7	e2ji8B3
-35.41006	26.297874	1	e2k28A1
41.86593	9.403402	3	e2lhbA1
49.634068	20.587784	3	nan
49.06822	20.13685	3	e2lk2A1
24.777409	18.897707	6	e2lnvA1
-21.43007	8.027876	4	e2nvnA1
-9.603022	-10.4031105	5	e2oaeA1
-13.462413	2.7790449	4	e2oaeA2
-9.603039	-10.403027	5	e2oaeB1
-13.459553	2.7753158	4	e2oaeB2
41.47947	6.342217	2	e2oigA2
40.827362	5.8722515	2	e2oigB1
32.111732	8.9230385	2	e2oigC1
40.503136	5.959066	2	e2oigD2
-0.86185443	1.4710556	5	e2owoA2
17.051043	-10.277705	5	e2owoA3
5.5865326	12.001913	0	e2owoA4
20.092615	6.335324	6	e2oxlA1
20.071278	6.3130774	6	e2oxlB1
-23.808567	-5.5616403	4	e2pdpA1
-6.1384807	-27.458555	7	e2pl9A1
-5.640278	-27.659086	7	e2pl9B1
-6.6223183	-27.523932	7	e2pl9C1
20.41561	15.488501	6	nan
16.155424	-8.276053	5	e2qcgA1
16.092033	-8.862817	5	e2qcgB1
29.667055	-16.493916	2	e2qjvA1
13.440594	22.41888	5	e2qjvA2
13.424501	22.458998	5	e2qjvB2
29.64957	-16.530584	2	e2qjvB3
-27.652428	-14.342369	4	e2qohA1
-27.602203	-14.419275	4	e2qohB1
32.510025	-4.7157235	2	e2r15A3
7.002831	-7.34167	5	e2r15A4
32.572727	-4.8602805	2	e2r15B1
6.6879735	-6.938856	5	e2r15B2
7.014702	-2.914661	0	e2r5nA1
29.629942	-3.2350273	2	e2r5nA2
26.445728	-4.1014233	2	e2r5nA3
7.0494695	-2.8894348	0	e2r5nB1
29.666666	-3.23054	2	e2r5nB2
26.525734	-3.9166615	2	e2r5nB3
27.136518	12.15432	6	e2r9iA1
22.367691	-10.047091	5	e2vjaA1
22.348124	-10.052801	5	e2vjaB1
-20.843561	4.232272	4	e2wwjA1
-20.34417	4.0435266	4	e2wwjB1
-10.946255	-26.366463	7	e2x23A1
-10.178717	-25.602535	7	e2x23B1
-10.22302	-26.48081	7	e2x23E1
-9.874988	-25.819118	7	e2x23G1
48.942192	16.42296	3	e2y03A1
48.67006	15.891281	3	e2y03B1
-18.992702	-16.959078	4	e2y4gA1
-38.243763	-10.068018	1	e2y4gA2
-38.630745	-10.552192	1	e2y4gB1
-18.863092	-17.029934	7	e2y4gB2
21.360935	22.180183	6	e2yunA1
-21.886301	-0.14535032	4	e2zptX1
34.424747	-3.1463583	2	e3aq6A1
34.424904	-3.1437721	2	e3aq6B1
-10.543894	6.170549	0	e3awpA1
29.342398	8.764823	6	e3bhqA1
52.00121	13.597656	3	e3bhqA2
29.299576	8.866357	6	e3bhqB1
51.540554	13.524155	3	e3bhqB2
-30.084429	16.424599	4	e3cj2A1
-42.448742	1.5068854	4	e3cj2A2
-30.16535	16.319374	4	e3cj2B1
-42.54448	1.4115491	4	e3cj2B2
-5.9393396	-3.380553	0	nan
26.257835	7.279426	6	e3dkyA1
-47.678764	-7.682032	1	e3dkyA2
27.559406	7.0055585	6	e3dkyB1
-48.024918	-7.4644365	1	e3dkyB2
27.49618	7.6652865	6	e3dkyC1
-47.400272	-7.3615746	1	e3dkyC2
-25.448069	1.2526786	4	e3dkyD1
26.75832	6.749597	6	e3dkyD2
-35.61215	-1.1133007	1	e3dkyE1
26.430712	8.036664	6	e3dkyE2
-25.512003	1.2204093	4	e3dkyF1
27.118431	8.239069	6	e3dkyF2
45.573017	16.112583	3	e3dswA1
18.995405	2.162468	0	e3dswB1
-38.758465	-1.0574118	1	nan
34.38441	2.4453416	2	e3e42A1
17.06412	8.878466	6	e3e42B1
-35.83703	-17.065659	1	e3ea3A1
-35.82264	-17.05675	1	e3ea3B1
-3.6345518	-3.2607622	1	e3ejoA1
-35.714485	2.519816	1	e3ejoB1
-2.9530144	27.493702	4	e3epxA1
-2.9400375	27.494495	5	e3epxB1
48.25998	8.402746	3	e3eu1A1
45.719734	11.160479	3	e3eu1B1
47.963276	10.608257	3	e3eu1C1
44.821175	10.625182	3	e3eu1D1
51.18721	7.584525	3	e3g50A1
51.82051	8.009872	3	e3g50B1
50.236343	7.301449	3	e3g50C1
-1.5848532	10.844232	0	e3g73A1
-1.6069351	10.790361	0	e3g73B1
46.908096	9.677467	3	e3gkvA1
44.392643	9.637565	3	e3gkvB1
-17.254713	-13.760322	4	e3gp1A1
22.460289	-1.0731442	5	e3gp1A2
19.183178	14.526448	6	e3gp1A3
-2.539446	0.07491117	5	e3h8oA1
28.364105	-0.583699	2	e3hpoA1
28.226072	3.5686278	2	e3hpoA2
-11.980535	18.771505	4	e3hpoA4
-29.4576	-3.6270845	1	nan
11.131984	14.654437	0	e3hs5A1
-8.52458	18.620634	4	e3hs5A2
11.794456	15.008998	0	e3hs5B1
-7.664152	17.984074	4	e3hs5B2
-29.753887	-5.2423253	1	e3it3A1
-29.73233	-5.1838207	1	e3it3B1
-19.570244	10.752732	4	e3ke6A3
-22.75882	18.381718	1	e3ke6B1
-19.062456	10.8512335	4	e3ke6B2
-23.663088	17.78813	1	nan
17.379574	11.892167	6	e3kxtA1
49.92138	10.852785	3	e3l34A1
51.23401	10.993872	3	e3l34B1
50.512844	10.122991	3	e3l34C1
52.704506	10.339277	3	e3l34D1
49.761227	9.772442	3	e3l34E1
51.457405	9.816272	3	e3l34F1
50.388565	9.378669	3	e3l34G1
52.683895	10.94539	3	e3l34H1
33.46611	-19.106483	2	e3mepA1
33.291977	-19.609026	2	e3mepB1
33.064716	-19.428219	2	e3mepC1
-20.94486	-4.1304345	4	e3mpyA1
4.0502286	-12.196588	0	e3n64A1
4.511038	-12.470309	0	e3n64B1
17.701126	-24.48758	5	e3nreA1
17.470901	-23.879208	5	e3nreB1
16.829653	-24.443527	5	e3nreC1
17.123299	-24.83984	5	e3nreD1
0.4056597	17.228891	0	e3o0vA1
-37.110485	16.618855	1	e3obuA1
-20.851137	-1.9568666	4	e3oecA1
-18.927952	-0.71557903	4	e3oecB1
-19.010101	-0.70949936	4	e3oecC1
-20.395412	-0.8958799	4	e3oecD1
-34.143536	-13.428065	4	e3pe2A1
-40.415447	-7.3212543	1	e3pgvA2
-41.651142	-8.756992	1	e3pgvB1
-40.78935	-7.860641	1	e3pgvC1
-41.647675	-8.756061	1	e3pgvD1
-30.004278	-12.191918	4	nan
49.925945	18.48646	3	e3pjaA1
46.834244	14.245223	3	e3pjaB1
49.07923	18.026423	3	e3pjaC1
50.67088	18.202726	3	e3pjaD1
47.52794	16.970388	3	e3pjaE1
50.591473	16.996395	3	e3pjaF1
49.809837	17.549553	3	e3pjaG1
46.512043	13.832126	3	e3pjaH1
49.181007	15.089374	3	e3pjaI1
47.884594	15.230417	3	nan
9.077258	8.208389	0	e3pyfA1
1.7804463	13.355008	0	e3pyfA2
-17.19138	-6.527926	4	e3qc3A1
-17.444756	-6.66349	4	e3qc3B1
-30.674002	-2.6917348	1	nan
-24.502668	11.453016	0	e3s2oA2
20.20949	-19.75645	5	nan
-6.847459	-15.32738	7	e3sefA1
-20.845715	-21.54416	7	e3sefA2
-6.967438	-15.130928	7	e3sefB1
-20.945002	-21.365051	7	e3sefB2
-4.0120482	-6.986695	4	e3sefC1
-16.776762	-3.1600115	4	e3sefC2
-9.113764	-15.075056	7	e3sefD1
-16.62755	-2.1542704	4	e3sefD2
-7.1099257	8.86204	0	e3st2A1
-5.9824777	8.674059	0	e3st2B1
-6.329407	8.762361	0	e3st2C1
25.931252	-11.824406	2	e3t6zA1
24.275026	-18.458372	5	e3t6zA8
6.3751493	21.772743	5	e3t6zA9
26.034164	-10.929472	5	e3t6zB1
24.883778	-18.112635	2	e3t6zB8
6.373816	21.666058	5	e3t6zB9
26.177107	-10.716017	2	e3t6zC1
24.175865	-18.309017	5	e3t6zC8
6.013789	20.98615	5	e3t6zC9
-29.661785	4.3281727	4	e3tvoX1
35.377	16.04362	3	e3u32K1
35.797504	16.7785	3	e3u32L1
35.28636	17.388784	3	e3u32M1
34.799267	16.495453	3	e3u32N1
34.469025	17.14051	3	e3u32O1
-13.585894	9.051149	7	e3u8fA1
36.371254	-2.6340194	2	e3uvyA1
35.514214	4.061226	2	e3vldA1
36.760098	2.9867082	2	e3vldB1
-33.597607	-9.62504	1	e3walA1
-16.65152	-16.405577	7	e3wt1A1
-38.76455	-3.6251378	1	e3wt1A2
-16.945623	-15.171741	4	e3wt1B1
-38.320206	-2.9464486	1	e3wt1B2
-16.471958	-15.821049	7	e3wt1C1
-38.329945	-3.8509765	1	e3wt1C2
-16.680477	-15.101512	4	e3wt1D1
-37.84788	-3.4748576	1	e3wt1D2
-8.51741	-17.83518	7	e3zreA2
9.439322	-5.644014	0	e4a90A1
9.420246	-5.6985803	0	e4a90B1
-36.187244	14.3372345	1	e4aheA1
-32.305347	0.22788532	4	e4awtA1
33.85985	0.77158517	2	e4bhxA1
33.72158	0.45671088	2	e4bhxB1
16.578125	12.215981	0	e4e30A1
3.5251343	-15.922287	0	e4e30A2
3.4172482	11.625478	0	e4e30A3
-19.544643	-3.8357487	4	e4ff5A1
13.266401	-3.6024342	5	e4gd8A1
-24.51514	3.3653328	4	nan
-37.71316	1.4713458	1	e4h3xA1
-37.52984	1.6983522	1	e4h3xB1
-5.186721	5.922982	0	e4he4A1
-5.0433884	6.203395	0	e4he4B1
-29.50576	8.366816	1	e4hn3A5
-42.650166	-17.31807	1	e4hn3A6
-29.993553	8.117639	1	e4hn3B5
-42.682423	-17.30468	1	e4hn3B6
-28.478668	8.708681	1	e4hn3C5
-42.865383	-18.08182	1	e4hn3C6
-27.563393	8.27077	4	e4hn3D5
-43.491848	-16.92256	1	e4hn3D6
-22.41326	-13.090725	4	e4hyfA1
-22.003952	-13.0269985	4	e4hyfB2
-23.107832	-13.688844	4	e4hyfC2
39.353867	-16.30556	2	e4i4pA1
39.331703	-16.274921	2	e4i4pB1
-24.269745	11.367087	4	e4j1fA2
20.112514	-19.846899	5	e4j1fA3
-25.124588	4.977897	4	e4jd2A1
-19.834883	16.09443	4	e4jd2A2
-15.950977	0.29747367	4	e4jd2B1
0.25534168	9.005475	0	e4jd2B2
-37.63483	-18.10811	1	e4jd2D1
-40.901268	-10.999594	1	e4jd2D2
9.261259	10.865663	0	e4jd2E1
0.38709027	13.70685	0	e4jd2F1
26.935486	3.135516	2	e4jd2G1
-29.679699	-9.768474	1	e4jd2H1
24.311218	-13.638282	2	nan
35.602936	-14.166439	2	e4jo3H1
31.826855	-10.27493	2	e4jo3H2
35.860054	-14.177825	2	e4jo3I1
32.358795	-10.927357	2	e4jo3I2
29.198698	-8.695784	2	e4jo3L1
36.711338	-9.309715	2	e4jo3L2
29.157436	-8.374758	2	e4jo3M1
36.345524	-7.8168807	2	e4jo3M2
-17.24349	-4.040124	4	e4kd6A1
-17.96349	0.93351156	7	e4kxxA1
26.533772	-1.0801412	6	e4kxxA2
-9.409074	2.9509242	0	e4kxxA3
47.19277	9.05625	3	e4mqcA1
44.9904	10.176389	3	e4mqcB1
-28.725128	-7.7203712	4	e4mtzA1
-28.202854	-8.479168	4	e4mtzB1
-27.928528	-7.5888996	4	e4mtzC1
-28.696093	-7.9691453	4	e4mtzD1
-40.692627	8.298143	1	e4mu4A1
-24.380373	-3.1505592	4	e4mu4A2
-13.337066	5.681141	4	e4mx1A1
29.543531	3.7103455	2	e4nwqA1
-29.662266	-2.2859244	1	e4nwqB1
52.06284	16.34494	3	nan
22.658382	7.5578074	6	e4p39A1
22.234663	8.52342	6	e4p39B1
21.781626	8.319798	6	e4p39C1
22.875177	8.074351	6	e4p39D1
-8.72758	-21.540373	7	e4pcfA1
-8.213526	-21.90361	7	e4pcfB1
-7.0522914	-22.159029	7	e4pcfC1
35.840305	-0.47858077	2	e4ph3A1
35.662186	-0.46462736	2	e4ph3B1
37.26179	-2.349234	2	e4pjsA1
-32.571396	14.019367	1	e4pt4A1
-32.46002	13.923652	1	e4pt4B1
26.984493	10.71591	6	e4r04A1
23.038912	2.028159	6	e4r04A2
-36.12643	-9.566834	1	e4r04A3
6.5968294	-0.03700163	5	e4r04A4
-10.33674	-3.9623017	5	e4r04A5
11.010933	-3.452776	0	e4rf1A1
1.3591337	2.5833466	5	e4rf1A2
-6.0891533	-9.674629	4	e4rf1B1
-6.2042356	0.95860827	0	e4rkqA2
-3.5156045	-23.136753	7	e4rkqB1
-3.5180795	-23.138401	7	e4rkqC1
-6.3591213	0.8504958	0	e4rkqD1
-31.54335	-11.77542	4	nan
-36.946198	5.84223	1	e4xbxA1
-38.045918	5.67648	1	e4xbxB1
-37.747425	6.1077766	1	e4xbxD1
-36.93458	6.1144867	1	nan
-33.553005	7.7862935	1	e4xe7A1
-33.718063	4.4648366	1	e4xe7A2
-14.630704	-11.030905	4	e4z0sA1
-14.597189	-10.994751	4	e4z0sB1
1.83906	-0.59719074	5	nan
38.34822	2.4486833	2	e5epsA1
21.94466	-4.268831	5	e5h76A1
21.896702	14.613855	6	e5h76A2
21.512957	-4.2439613	5	e5h76B1
22.047375	14.005893	6	e5h76B2
21.714233	-4.646387	5	e5h76C1
21.5452	13.794237	6	e5h76C2
-34.440002	-3.670191	1	e5hbrA1
-0.095790334	-17.612099	7	e5hbrA2
-18.054138	-10.250653	4	e5hbrA3
5.228662	-14.632336	0	e5hbrB1
-0.1685744	-17.504484	7	e5hbrC1
-34.39436	-3.6453834	1	e5hbrC2
-18.05152	-10.270581	4	e5hbrC3
5.308393	-14.833031	0	e5hbrD1
-40.621593	-14.370904	1	e5iqdA1
-39.340942	-15.018376	1	e5iqdB1
-40.115223	-13.977226	1	e5iqdC1
-39.318172	-14.298209	1	e5iqdD1
-23.004154	2.9516814	4	e5j5cA1
30.45511	-0.11598517	2	nan
0.26855922	-0.22733039	4	e5jrjA1
-24.377832	-0.99765027	4	e5jrjA2
-38.703373	18.938808	1	e5k8pA2
-40.453087	19.19619	1	e5k8pB1
-39.859352	17.505953	1	e5k8pC1
-39.591145	19.166002	1	e5k8pD2
-39.460197	18.5695	1	e5k8pE1
-41.50601	18.690159	1	e5k8pF2
-39.8941	20.208368	4	e5k8pG1
-40.23789	18.224674	1	e5k8pH1
2.9130268	14.18965	0	nan
-16.242178	13.489495	0	nan
-34.91508	-12.171062	1	e5lieA1
-34.936893	-12.014858	1	e5lieB1
32.782482	1.7576283	2	nan
-10.430232	-20.194155	7	e5my5A2
-8.571789	-24.501867	7	nan
-34.609154	11.952222	1	e5nqfA2
-6.770396	-6.352724	5	nan
2.0643384	5.174725	0	e5q3qA1
27.287462	-16.478222	2	e5qbfA1
12.572151	-10.049912	5	e5qbfA2
-29.177408	12.573746	4	e5s2hA1
-29.29179	12.520885	4	e5s2hB1
38.287563	0.49396524	2	e5sgmA1
9.787658	-1.3732686	0	e5t6mA1
-26.143398	-1.7217002	4	e5t6mA2
9.877831	-0.7521139	0	e5t6mB1
-28.187912	0.82941014	4	e5t6mB2
10.492291	-0.8142393	0	e5t6mC1
-28.221819	1.0108277	4	e5t6mC2
10.448321	-1.4359902	0	e5t6mD1
-28.000772	-0.09165179	4	e5t6mD2
-17.417788	11.446325	0	e5trdA1
0.20111533	21.636963	5	e5trdA2
-17.311665	11.490327	0	e5trdB1
0.17765579	21.617964	5	e5trdB2
11.011573	5.005357	0	e5twgA1
28.921396	-13.15019	2	nan
-8.69019	0.74633926	0	e5x49A1
-32.25428	10.567462	1	e5x49A2
-8.501973	0.65980405	0	e5x49B1
-32.258244	10.559165	1	e5x49B2
-1.1248765	-1.3584794	5	e5xkxA1
44.854774	11.841004	3	e5z7fA1
49.942436	13.031014	3	e5zfvA1
48.24842	12.525883	3	e5zfvB1
49.003395	13.6542	3	e5zfvC1
50.10871	14.023913	3	e5zfvD1
50.862583	14.766274	3	e5zfvE1
30.44607	-12.816255	2	e6bf7C1
19.141407	-8.120214	5	e6bf7C2
10.408112	19.461159	5	e6bf7D1
36.069786	-10.3459215	2	e6bf7D2
30.582392	-12.756113	2	e6bf7E1
19.025543	-8.116468	5	e6bf7E2
35.620735	-10.651144	2	e6bf7F1
10.422199	19.484089	5	e6bf7F2
-38.762695	0.010193885	1	nan
-37.758934	-6.417774	1	e6c1bA1
-32.033466	-8.051747	1	e6c1bB1
-48.440228	1.2518742	1	e6doeA1
3.3145816	-18.338509	5	e6dveA1
25.324392	-5.208031	5	e6dveB2
2.0562835	-3.2269354	5	e6dveC1
-26.511194	11.987619	4	e6dveC2
19.96115	8.947338	2	e6dveC3
2.894107	2.2100537	5	e6dveC4
-4.935042	-9.500125	0	e6dveC5
-32.627117	-5.7443266	1	e6dveE1
19.868069	12.232637	6	e6dveF1
-38.797943	-12.5744505	1	nan
12.197701	-0.5860281	0	e6ecoA1
22.849281	10.742512	6	e6ecoA2
22.697441	10.685684	6	e6ecoD1
11.282391	4.4852057	0	e6ecoD2
-19.99354	3.6556668	4	e6h0wA1
-3.9460354	-24.694439	7	e6ifsA1
24.424278	5.451144	6	e6ifsA2
24.627092	5.3409615	6	e6ifsB1
2.4607782	-13.634671	0	nan
-37.40371	-8.048051	1	e6muhA1
-37.39029	-8.029217	1	e6muhB1
16.250368	-19.292923	5	e6pgwA1
15.496943	-11.533113	5	e6pgwA2
-4.608184	16.42036	4	e6pgwA3
-9.965929	16.529968	1	e6pgwA4
37.71901	-13.985008	2	e6pgwA5
51.93001	17.766457	3	e6prkA1
52.352192	15.262373	3	e6prkB1
45.093876	-3.6887004	2	e6pzhA1
38.826904	-7.572094	2	e6pzhA2
39.47575	-11.677285	2	e6pzhB1
41.16846	-3.8494685	2	e6pzhB2
