protein,theta_col,b00,b01,b02,b03,b04,b05,b06,b07,b08,b09,b10,b11,b12,b13,b14,b15,b16,b17,b18,b19,b20,b21,b22,b23,b24,b25,b26,b27,b28,b29,b30,b31,b32,b33,b34,b35,frac_pos,frac_neg
1DKT_boxes_adjacent_angles,angle_signed_deg,0.007194244604316547,0.007194244604316547,0.02158273381294964,0.02877697841726619,0.02158273381294964,0.050359712230215826,0.08633093525179857,0.08633093525179857,0.10071942446043165,0.05755395683453238,0.07194244604316546,0.007194244604316547,0.014388489208633094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014388489208633094,0.0,0.050359712230215826,0.02877697841726619,0.1079136690647482,0.11510791366906475,0.07913669064748201,0.007194244604316547,0.007194244604316547,0.014388489208633094,0.014388489208633094,0.0,0.0,0.43884892086330934,0.5611510791366907
1DP0_boxes_adjacent_angles,angle_signed_deg,0.0014866204162537165,0.01635282457879088,0.027502477700693757,0.03047571853320119,0.06739345887016848,0.09663032705649158,0.08721506442021804,0.08077304261645193,0.061694747274529234,0.06491575817641229,0.04757185332011893,0.007680872150644202,0.0002477700693756194,0.0009910802775024777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027254707631318136,0.0032210109018830525,0.007928642220019821,0.020317145688800792,0.04013875123885035,0.04236868186323092,0.10604558969276512,0.11446977205153618,0.03543111992071358,0.014370664023785926,0.009663032705649157,0.0044598612487611496,0.0037165510406342913,0.002973240832507433,0.001238850346878097,0.4090683845391477,0.5909316154608524
1DUC_boxes_adjacent_angles,angle_signed_deg,0.0,0.017241379310344827,0.02586206896551724,0.017241379310344827,0.0603448275862069,0.11206896551724138,0.1724137931034483,0.1206896551724138,0.07758620689655173,0.08620689655172414,0.06896551724137931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008620689655172414,0.008620689655172414,0.0,0.008620689655172414,0.034482758620689655,0.034482758620689655,0.04310344827586207,0.06896551724137931,0.02586206896551724,0.0,0.0,0.008620689655172414,0.0,0.0,0.0,0.2413793103448276,0.7586206896551724
1DUD_boxes_adjacent_angles,angle_signed_deg,0.0,0.0,0.022388059701492536,0.029850746268656716,0.07462686567164178,0.17164179104477612,0.1044776119402985,0.09701492537313433,0.11940298507462686,0.09701492537313433,0.022388059701492536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014925373134328358,0.03731343283582089,0.029850746268656716,0.04477611940298507,0.05970149253731343,0.06716417910447761,0.007462686567164179,0.0,0.0,0.0,0.0,0.0,0.0,0.26119402985074625,0.7388059701492538
1DUN_boxes_adjacent_angles,angle_signed_deg,0.0,0.025423728813559324,0.025423728813559324,0.01694915254237288,0.06779661016949153,0.1016949152542373,0.1271186440677966,0.13559322033898305,0.0847457627118644,0.07627118644067797,0.07627118644067797,0.00847457627118644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00847457627118644,0.00847457627118644,0.03389830508474576,0.0423728813559322,0.03389830508474576,0.11016949152542373,0.00847457627118644,0.0,0.0,0.0,0.0,0.00847457627118644,0.0,0.2542372881355932,0.7457627118644068
1DUP_boxes_adjacent_angles,angle_signed_deg,0.0,0.0,0.007462686567164179,0.03731343283582089,0.09701492537313433,0.14925373134328357,0.1044776119402985,0.08955223880597014,0.11940298507462686,0.1044776119402985,0.029850746268656716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007462686567164179,0.029850746268656716,0.04477611940298507,0.05223880597014925,0.05970149253731343,0.05223880597014925,0.014925373134328358,0.0,0.0,0.0,0.0,0.0,0.0,0.26119402985074625,0.7388059701492538
1DUT_boxes_adjacent_angles,angle_signed_deg,0.0,0.008695652173913044,0.013043478260869565,0.021739130434782608,0.09130434782608696,0.1,0.13043478260869565,0.12608695652173912,0.14347826086956522,0.08695652173913043,0.043478260869565216,0.0,0.004347826086956522,0.004347826086956522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013043478260869565,0.013043478260869565,0.013043478260869565,0.05217391304347826,0.043478260869565216,0.0391304347826087,0.034782608695652174,0.017391304347826087,0.0,0.0,0.0,0.0,0.0,0.22608695652173913,0.7739130434782608
1E7P_boxes_adjacent_angles,angle_signed_deg,0.0017513134851138354,0.0017513134851138354,0.008756567425569177,0.008756567425569177,0.016637478108581436,0.02714535901926445,0.03940455341506129,0.053415061295971976,0.049912434325744305,0.03239929947460595,0.02626970227670753,0.020140105078809107,0.008756567425569177,0.002626970227670753,0.0008756567425569177,0.0,0.0,0.0,0.0,0.0,0.0008756567425569177,0.0035026269702276708,0.00788091068301226,0.01576182136602452,0.03064798598949212,0.07202276707530648,0.12675131348511384,0.16112084063047286,0.138353765323993,0.09982486865148861,0.024518388791593695,0.0070052539404553416,0.010507880910683012,0.0008756567425569177,0.0008756567425569177,0.0008756567425569177,0.7014010507880911,0.2985989492119089
1EU5_boxes_adjacent_angles,angle_signed_deg,0.0,0.007462686567164179,0.0,0.029850746268656716,0.09701492537313433,0.12686567164179105,0.1044776119402985,0.09701492537313433,0.12686567164179105,0.07462686567164178,0.04477611940298507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022388059701492536,0.022388059701492536,0.03731343283582089,0.05223880597014925,0.05970149253731343,0.05970149253731343,0.014925373134328358,0.0,0.014925373134328358,0.0,0.007462686567164179,0.0,0.0,0.291044776119403,0.708955223880597
1EUW_boxes_adjacent_angles,angle_signed_deg,0.0,0.007462686567164179,0.0,0.04477611940298507,0.08955223880597014,0.13432835820895522,0.09701492537313433,0.09701492537313433,0.11940298507462686,0.08955223880597014,0.03731343283582089,0.007462686567164179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022388059701492536,0.014925373134328358,0.022388059701492536,0.05970149253731343,0.04477611940298507,0.08208955223880597,0.022388059701492536,0.0,0.007462686567164179,0.0,0.0,0.0,0.0,0.27611940298507465,0.7238805970149254
1F7D_boxes_adjacent_angles,angle_signed_deg,0.008658008658008658,0.0,0.012987012987012988,0.017316017316017316,0.10822510822510822,0.09956709956709957,0.12121212121212122,0.12987012987012986,0.09090909090909091,0.12121212121212122,0.06060606060606061,0.0,0.008658008658008658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012987012987012988,0.012987012987012988,0.012987012987012988,0.06060606060606061,0.03463203463203463,0.05627705627705628,0.012987012987012988,0.017316017316017316,0.0,0.0,0.0,0.0,0.0,0.22077922077922077,0.7792207792207793
1F7K_boxes_adjacent_angles,angle_signed_deg,0.0,0.004347826086956522,0.021739130434782608,0.02608695652173913,0.09130434782608696,0.08695652173913043,0.1565217391304348,0.10869565217391304,0.13043478260869565,0.07391304347826087,0.043478260869565216,0.017391304347826087,0.004347826086956522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02608695652173913,0.004347826086956522,0.021739130434782608,0.04782608695652174,0.05217391304347826,0.043478260869565216,0.021739130434782608,0.013043478260869565,0.0,0.0,0.004347826086956522,0.0,0.0,0.23478260869565218,0.7652173913043478
1F7N_boxes_adjacent_angles,angle_signed_deg,0.0,0.004347826086956522,0.017391304347826087,0.02608695652173913,0.09565217391304348,0.08695652173913043,0.14782608695652175,0.14782608695652175,0.09565217391304348,0.07391304347826087,0.05217391304347826,0.021739130434782608,0.004347826086956522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004347826086956522,0.013043478260869565,0.013043478260869565,0.02608695652173913,0.034782608695652174,0.05217391304347826,0.0391304347826087,0.030434782608695653,0.008695652173913044,0.0,0.0,0.0,0.004347826086956522,0.0,0.22608695652173913,0.7739130434782608
1F7O_boxes_adjacent_angles,angle_signed_deg,0.002932551319648094,0.01466275659824047,0.005865102639296188,0.03519061583577713,0.07917888563049853,0.1466275659824047,0.12609970674486803,0.12316715542521994,0.08211143695014662,0.13196480938416422,0.04398826979472141,0.002932551319648094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005865102639296188,0.005865102639296188,0.02346041055718475,0.005865102639296188,0.026392961876832845,0.04105571847507331,0.07038123167155426,0.02346041055718475,0.002932551319648094,0.0,0.0,0.0,0.0,0.0,0.20527859237536658,0.7947214076246334
1F7P_boxes_adjacent_angles,angle_signed_deg,0.005865102639296188,0.002932551319648094,0.011730205278592375,0.026392961876832845,0.09090909090909091,0.10557184750733138,0.1436950146627566,0.09970674486803519,0.11143695014662756,0.0967741935483871,0.04398826979472141,0.017595307917888565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002932551319648094,0.01466275659824047,0.02346041055718475,0.008797653958944282,0.026392961876832845,0.05278592375366569,0.0469208211143695,0.0469208211143695,0.01466275659824047,0.002932551319648094,0.0,0.002932551319648094,0.0,0.0,0.2434017595307918,0.7565982404692082
1F7Q_boxes_adjacent_angles,angle_signed_deg,0.002932551319648094,0.005865102639296188,0.005865102639296188,0.04105571847507331,0.07331378299120235,0.11730205278592376,0.11436950146627566,0.1348973607038123,0.09970674486803519,0.09090909090909091,0.04105571847507331,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002932551319648094,0.01466275659824047,0.01466275659824047,0.01466275659824047,0.02932551319648094,0.05865102639296188,0.03812316715542522,0.04985337243401759,0.008797653958944282,0.002932551319648094,0.0,0.002932551319648094,0.002932551319648094,0.0,0.2404692082111437,0.7595307917888563
1F7R_boxes_adjacent_angles,angle_signed_deg,0.0,0.0,0.030534351145038167,0.030534351145038167,0.08396946564885496,0.0916030534351145,0.10687022900763359,0.11450381679389313,0.10687022900763359,0.07633587786259542,0.04580152671755725,0.030534351145038167,0.007633587786259542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007633587786259542,0.007633587786259542,0.015267175572519083,0.015267175572519083,0.061068702290076333,0.04580152671755725,0.061068702290076333,0.04580152671755725,0.007633587786259542,0.0,0.0,0.0,0.007633587786259542,0.0,0.2748091603053435,0.7251908396946565
1FC5_boxes_adjacent_angles,angle_signed_deg,0.0024906600249066002,0.012453300124533,0.009962640099626401,0.038605230386052306,0.049813200498132,0.06102117061021171,0.057285180572851806,0.0921544209215442,0.09339975093399751,0.0921544209215442,0.062266500622665005,0.009962640099626401,0.0012453300124533001,0.0012453300124533001,0.0,0.0012453300124533001,0.0,0.0,0.0,0.0,0.0,0.0012453300124533001,0.0037359900373599006,0.014943960149439602,0.007471980074719801,0.024906600249066,0.038605230386052306,0.1656288916562889,0.09339975093399751,0.0323785803237858,0.0136986301369863,0.009962640099626401,0.0024906600249066002,0.0037359900373599006,0.0024906600249066002,0.0,0.41469489414694893,0.5853051058530511
1FF1_boxes_adjacent_angles,angle_signed_deg,0.0,0.0,0.0,0.010309278350515464,0.0,0.0,0.08247422680412371,0.030927835051546393,0.05154639175257732,0.030927835051546393,0.05154639175257732,0.020618556701030927,0.0,0.0,0.0,0.010309278350515464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010309278350515464,0.030927835051546393,0.07216494845360824,0.14432989690721648,0.2268041237113402,0.12371134020618557,0.07216494845360824,0.020618556701030927,0.0,0.010309278350515464,0.0,0.0,0.0,0.711340206185567,0.28865979381443296
1FPK_boxes_adjacent_angles,angle_signed_deg,0.0016233766233766235,0.011363636363636364,0.012987012987012988,0.01461038961038961,0.032467532467532464,0.060064935064935064,0.0698051948051948,0.037337662337662336,0.05844155844155844,0.05357142857142857,0.037337662337662336,0.003246753246753247,0.0,0.0,0.0016233766233766235,0.0,0.0,0.0,0.0,0.0016233766233766235,0.0,0.0016233766233766235,0.011363636363636364,0.008116883116883116,0.01948051948051948,0.03571428571428571,0.0698051948051948,0.17532467532467533,0.17694805194805194,0.06493506493506493,0.01461038961038961,0.00974025974025974,0.00487012987012987,0.00974025974025974,0.0016233766233766235,0.0,0.6055194805194806,0.39448051948051943
1G1W_boxes_adjacent_angles,angle_signed_deg,0.0,0.0,0.025,0.0125,0.0125,0.01875,0.0125,0.05625,0.0125,0.0375,0.00625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01875,0.05,0.05625,0.44375,0.20625,0.01875,0.00625,0.0,0.0,0.00625,0.0,0.0,0.80625,0.19374999999999998
1G8L_boxes_adjacent_angles,angle_signed_deg,0.003740648379052369,0.004987531172069825,0.006234413965087282,0.0399002493765586,0.03615960099750624,0.048628428927680795,0.06608478802992519,0.09476309226932668,0.09850374064837905,0.06733167082294264,0.07605985037406483,0.018703241895261846,0.003740648379052369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006234413965087282,0.006234413965087282,0.012468827930174564,0.02119700748129676,0.046134663341645885,0.18204488778054864,0.08728179551122195,0.03865336658354115,0.01371571072319202,0.008728179551122194,0.0024937655860349127,0.0012468827930174563,0.004987531172069825,0.003740648379052369,0.43516209476309226,0.5648379052369077
1G8R_boxes_adjacent_angles,angle_signed_deg,0.003740648379052369,0.006234413965087282,0.006234413965087282,0.04738154613466334,0.04239401496259352,0.04738154613466334,0.06109725685785536,0.08728179551122195,0.10099750623441396,0.07356608478802992,0.059850374064837904,0.02743142144638404,0.006234413965087282,0.0,0.0,0.0,0.0,0.0,0.0,0.0012468827930174563,0.0012468827930174563,0.0024937655860349127,0.003740648379052369,0.004987531172069825,0.017456359102244388,0.022443890274314215,0.03615960099750624,0.1546134663341646,0.11596009975062344,0.034912718204488775,0.011221945137157107,0.012468827930174564,0.0012468827930174563,0.0024937655860349127,0.0024937655860349127,0.004987531172069825,0.43017456359102246,0.5698254364089775
1GP8_boxes_adjacent_angles,angle_signed_deg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02631578947368421,0.02631578947368421,0.0,0.02631578947368421,0.02631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02631578947368421,0.0,0.0,0.02631578947368421,0.05263157894736842,0.39473684210526316,0.21052631578947367,0.18421052631578946,0.0,0.0,0.0,0.0,0.0,0.0,0.8947368421052632,0.10526315789473684
1GT8_boxes_adjacent_angles,angle_signed_deg,0.0009928021841648052,0.0052122114668652275,0.006949615289153636,0.016877637130801686,0.028046661702655747,0.03723008190618019,0.049143708116157855,0.06080913378009432,0.06453214197071233,0.06502854306279474,0.044676098287416234,0.016629436584760487,0.006949615289153636,0.0004964010920824026,0.0004964010920824026,0.0,0.0,0.0,0.0,0.0,0.0002482005460412013,0.003971208736659221,0.003226607098535617,0.007446016381236039,0.01538843385455448,0.0384710846363862,0.06279473814842393,0.18838421444527179,0.1742367833209233,0.06651774633904195,0.020104244229337303,0.003971208736659221,0.004964010920824026,0.0019856043683296105,0.003226607098535617,0.0009928021841648052,0.5959295110449243,0.4040704889550757
1GTE_boxes_adjacent_angles,angle_signed_deg,0.0007473841554559044,0.004733432984554061,0.007722969606377678,0.02092675635276532,0.03089187842551071,0.03886397608370702,0.05430991529646238,0.06676631788739412,0.06278026905829596,0.07075236671649228,0.051818634778276036,0.008221225710014948,0.0014947683109118087,0.0,0.0,0.0004982561036372695,0.0,0.0,0.0,0.0,0.0,0.001993024414549078,0.004484304932735426,0.005979073243647235,0.01569506726457399,0.03537618335824614,0.053562531141006474,0.23467862481315396,0.1726457399103139,0.031639262580966616,0.01046337817638266,0.004733432984554061,0.0014947683109118087,0.0029895366218236174,0.0027404085700049826,0.000996512207274539,0.5794718485301444,0.42052815146985556
1GTH_boxes_adjacent_angles,angle_signed_deg,0.0002467308166790032,0.006661732050333087,0.007895386133728102,0.021218850234394276,0.032075006168270415,0.0387367382186035,0.04835924006908463,0.06587712805329386,0.061189242536392796,0.076486553170491,0.04515173945225759,0.010115963483839132,0.002714038983469035,0.0002467308166790032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002714038983469035,0.004194423883543055,0.004934616333580064,0.017024426350851222,0.03676289168517148,0.05156674068591167,0.24154946952874415,0.15938810757463606,0.043671354552183565,0.010609425117197138,0.0032075006168270415,0.001233654083395016,0.0029607698001480384,0.0022205773501110288,0.0009869232667160128,0.5830249198124846,0.4169750801875154
1H7W_boxes_adjacent_angles,angle_signed_deg,0.0002463661000246366,0.005420054200542005,0.008622813500862282,0.018970189701897018,0.03054939640305494,0.04065040650406504,0.051490514905149054,0.0672579453067258,0.06405518600640552,0.06602611480660261,0.0524759793052476,0.010101010101010102,0.001970928800197093,0.001231830500123183,0.0004927322000492732,0.0002463661000246366,0.0002463661000246366,0.0002463661000246366,0.0,0.0002463661000246366,0.0,0.001970928800197093,0.006159152500615915,0.006159152500615915,0.01527469820152747,0.0349839862034984,0.04976595220497659,0.23675782212367577,0.17073170731707318,0.03399852180339985,0.010347376201034738,0.004188223700418822,0.0029563932002956393,0.0029563932002956393,0.0014781966001478197,0.0017245627001724563,0.5796994333579699,0.4203005666420301
1H7X_boxes_adjacent_angles,angle_signed_deg,0.0002460024600246002,0.004920049200492005,0.008610086100861008,0.017958179581795818,0.028044280442804426,0.04009840098400984,0.052644526445264454,0.06494464944649446,0.06297662976629766,0.06961869618696187,0.054858548585485854,0.0076260762607626075,0.0031980319803198032,0.0012300123001230013,0.0,0.0004920049200492004,0.0,0.0,0.0,0.0002460024600246002,0.0,0.002214022140221402,0.005412054120541206,0.005904059040590406,0.015498154981549815,0.034932349323493234,0.05166051660516605,0.23739237392373924,0.16752767527675277,0.03616236162361624,0.012792127921279213,0.002706027060270603,0.0024600246002460025,0.0039360393603936035,0.002706027060270603,0.0009840098400984009,0.5825338253382534,0.4174661746617466
1J0J_boxes_adjacent_angles,angle_signed_deg,0.002559726962457338,0.005972696245733789,0.011945392491467578,0.030716723549488054,0.030716723549488054,0.05887372013651877,0.06569965870307168,0.05631399317406143,0.05546075085324232,0.06228668941979522,0.03754266211604096,0.012798634812286689,0.002559726962457338,0.0,0.0,0.0,0.0,0.0,0.0,0.0008532423208191126,0.0,0.002559726962457338,0.004266211604095563,0.012798634812286689,0.02218430034129693,0.034129692832764506,0.08020477815699659,0.13993174061433447,0.15955631399317405,0.05716723549488054,0.021331058020477817,0.010238907849829351,0.011092150170648464,0.004266211604095563,0.002559726962457338,0.0034129692832764505,0.5665529010238908,0.4334470989761092
1J5S_boxes_adjacent_angles,angle_signed_deg,0.001486988847583643,0.0,0.008178438661710037,0.007434944237918215,0.026022304832713755,0.021561338289962824,0.048327137546468404,0.05055762081784387,0.04014869888475837,0.020074349442379184,0.02899628252788104,0.015613382899628252,0.0022304832713754648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022304832713754648,0.006691449814126394,0.02453531598513011,0.03420074349442379,0.09516728624535316,0.2929368029739777,0.20074349442379183,0.05427509293680297,0.009665427509293681,0.005947955390334572,0.0,0.0022304832713754648,0.0007434944237918215,0.0,0.729368029739777,0.270631970260223
1JOY_boxes_adjacent_angles,angle_signed_deg,0.0,0.0,0.0,0.015384615384615385,0.0,0.0,0.0,0.0,0.0,0.015384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046153846153846156,0.0,0.015384615384615385,0.03076923076923077,0.12307692307692308,0.2,0.24615384615384617,0.13846153846153847,0.12307692307692308,0.03076923076923077,0.015384615384615385,0.0,0.0,0.0,0.0,0.9692307692307692,0.03076923076923077
1JPI_boxes_adjacent_angles,angle_signed_deg,0.0028169014084507044,0.011267605633802818,0.011267605633802818,0.016901408450704224,0.014084507042253521,0.016901408450704224,0.04507042253521127,0.0647887323943662,0.03943661971830986,0.03943661971830986,0.036619718309859155,0.005633802816901409,0.0028169014084507044,0.0,0.0028169014084507044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005633802816901409,0.005633802816901409,0.014084507042253521,0.028169014084507043,0.0676056338028169,0.323943661971831,0.19718309859154928,0.03380281690140845,0.0028169014084507044,0.0,0.005633802816901409,0.0028169014084507044,0.0028169014084507044,0.0,0.6901408450704225,0.3098591549295775
1JTF_boxes_adjacent_angles,angle_signed_deg,0.003484320557491289,0.003484320557491289,0.010452961672473868,0.020905923344947737,0.03484320557491289,0.03484320557491289,0.06620209059233449,0.06968641114982578,0.06620209059233449,0.06620209059233449,0.03832752613240418,0.006968641114982578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003484320557491289,0.006968641114982578,0.017421602787456445,0.027874564459930314,0.059233449477351915,0.2264808362369338,0.14982578397212543,0.05574912891986063,0.013937282229965157,0.006968641114982578,0.0,0.006968641114982578,0.003484320557491289,0.0,0.578397212543554,0.42160278745644597
1JWT_boxes_adjacent_angles,angle_signed_deg,0.006872852233676976,0.010309278350515464,0.010309278350515464,0.030927835051546393,0.05154639175257732,0.07560137457044673,0.0859106529209622,0.08247422680412371,0.08247422680412371,0.061855670103092786,0.030927835051546393,0.030927835051546393,0.003436426116838488,0.0,0.0,0.0,0.003436426116838488,0.0,0.0,0.0,0.0,0.003436426116838488,0.003436426116838488,0.020618556701030927,0.027491408934707903,0.024054982817869417,0.0859106529209622,0.058419243986254296,0.09278350515463918,0.061855670103092786,0.03436426116838488,0.010309278350515464,0.006872852233676976,0.0,0.0,0.003436426116838488,0.4329896907216495,0.5670103092783505
